date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2011-02-01,1,February,2011,25,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1371,2171,3542
2011-02-01,1,February,2011,28,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,1711,4665,6376
2011-02-01,1,February,2011,29,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 44",3,1555,2443,1711,4665,6376
2011-02-01,1,February,2011,34,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,994,3110,4104
2011-02-01,1,February,2011,36,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,550,1083,1633
2011-02-01,1,February,2011,44,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,185,344,529
2011-02-02,2,February,2011,21,Youth,M,France,Yveline,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,66,344,410
2011-02-02,2,February,2011,25,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 38",1,713,1120,172,713,885
2011-02-02,2,February,2011,28,"Young Adults",F,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,698,1376,2074
2011-02-02,2,February,2011,28,"Young Adults",M,Germany,Nordrhein-Westfalen,Bikes,"Road Bikes","Road-350-W Yellow, 48",3,1083,1701,1191,3249,4440
2011-02-02,2,February,2011,38,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1371,2171,3542
2011-02-02,2,February,2011,42,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,396,713,1109
2011-02-03,3,February,2011,19,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 42",2,713,1120,523,1426,1949
2011-02-03,3,February,2011,22,Youth,M,France,"Hauts de Seine",Bikes,"Mountain Bikes","Mountain-100 Silver, 38",2,1912,3400,2500,3824,6324
2011-02-03,3,February,2011,27,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,1583,2852,4435
2011-02-03,3,February,2011,29,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-350-W Yellow, 44",1,1083,1701,261,1083,1344
2011-02-03,3,February,2011,43,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 42",2,713,1120,792,1426,2218
2011-02-03,3,February,2011,46,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 52",2,2171,3578,2671,4342,7013
2011-02-03,3,February,2011,49,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1371,2171,3542
2011-02-04,4,February,2011,18,Youth,M,Australia,"South Australia",Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,99,344,443
2011-02-04,4,February,2011,20,Youth,F,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,172,713,885
2011-02-04,4,February,2011,28,"Young Adults",F,Germany,Brandenburg,Bikes,"Road Bikes","Road-750 Black, 48",2,344,540,381,688,1069
2011-02-04,4,February,2011,28,"Young Adults",M,"United Kingdom",England,Bikes,"Road Bikes","Road-150 Red, 44",2,2171,3578,2528,4342,6870
2011-02-04,4,February,2011,32,"Young Adults",M,France,"Seine (Paris)",Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,763,2171,2934
2011-02-04,4,February,2011,42,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-650 Red, 58",4,487,783,1059,1948,3007
2011-02-04,4,February,2011,44,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-350-W Yellow, 44",3,1083,1701,731,3249,3980
2011-02-05,5,February,2011,25,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",1,2171,3578,1371,2171,3542
2011-02-05,5,February,2011,27,"Young Adults",M,France,Essonne,Bikes,"Mountain Bikes","Mountain-200 Black, 42",2,1252,2295,1902,2504,4406
2011-02-05,5,February,2011,30,"Young Adults",M,Australia,Tasmania,Bikes,"Mountain Bikes","Mountain-200 Black, 38",4,1252,2295,2428,5008,7436
2011-02-05,5,February,2011,34,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 48",4,1083,1701,1587,4332,5919
2011-02-05,5,February,2011,36,Adults,M,"United States",Oregon,Bikes,"Mountain Bikes","Mountain-100 Black, 44",3,1898,3375,3014,5694,8708
2011-02-05,5,February,2011,37,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,550,1083,1633
2011-02-06,6,February,2011,19,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,2742,4342,7084
2011-02-06,6,February,2011,22,Youth,F,"United States",Washington,Bikes,"Road Bikes","Road-550-W Yellow, 40",3,713,1120,482,2139,2621
2011-02-06,6,February,2011,26,"Young Adults",M,Canada,"British Columbia",Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
2011-02-06,6,February,2011,28,"Young Adults",F,"United Kingdom",England,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,174,344,518
2011-02-06,6,February,2011,30,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1371,2171,3542
2011-02-06,6,February,2011,32,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 52",3,2171,3578,4114,6513,10627
2011-02-06,6,February,2011,32,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,346,1083,1429
2011-02-06,6,February,2011,32,"Young Adults",M,France,Loiret,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,431,1083,1514
2011-02-06,6,February,2011,44,Adults,F,"United States",Oregon,Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,120,344,464
2011-02-06,6,February,2011,44,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,120,344,464
2011-02-07,7,February,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,570,1555,2125
2011-02-07,7,February,2011,29,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 42",3,713,1120,515,2139,2654
2011-02-07,7,February,2011,30,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 38",2,420,769,498,840,1338
2011-02-07,7,February,2011,34,"Young Adults",F,"United States",Washington,Bikes,"Mountain Bikes","Mountain-100 Silver, 44",1,1912,3400,740,1912,2652
2011-02-07,7,February,2011,40,Adults,M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 42",4,713,1120,1538,2852,4390
2011-02-07,7,February,2011,46,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 62",2,2171,3578,1240,4342,5582
2011-02-08,8,February,2011,22,Youth,F,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",2,1266,2320,1922,2532,4454
2011-02-08,8,February,2011,32,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",3,487,783,841,1461,2302
2011-02-08,8,February,2011,34,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,497,1555,2052
2011-02-08,8,February,2011,53,Adults,F,Germany,Bayern,Bikes,"Road Bikes","Road-250 Red, 52",4,1519,2443,3598,6076,9674
2011-02-09,9,February,2011,35,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 48",4,1083,1701,1587,4332,5919
2011-02-09,9,February,2011,37,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-350-W Yellow, 40",3,1083,1701,1650,3249,4899
2011-02-09,9,February,2011,38,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Red, 44",1,1519,2443,826,1519,2345
2011-02-10,10,February,2011,17,Youth,F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,185,344,529
2011-02-10,10,February,2011,24,Youth,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Black, 48",4,1555,2443,3454,6220,9674
2011-02-10,10,February,2011,28,"Young Adults",M,Germany,Hessen,Bikes,"Road Bikes","Road-550-W Yellow, 38",1,713,1120,329,713,1042
2011-02-10,10,February,2011,33,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 44",2,344,540,381,688,1069
2011-02-10,10,February,2011,34,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,994,3110,4104
2011-02-10,10,February,2011,35,Adults,M,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
2011-02-10,10,February,2011,38,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,3161,6220,9381
2011-02-10,10,February,2011,43,Adults,F,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Black, 42",2,1252,2295,1902,2504,4406
2011-02-10,10,February,2011,47,Adults,F,"United States",Oregon,Bikes,"Road Bikes","Road-250 Black, 58",1,1555,2443,546,1555,2101
2011-02-10,10,February,2011,48,Adults,M,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",3,713,1120,1154,2139,3293
2011-02-11,11,February,2011,17,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,330,1376,1706
2011-02-11,11,February,2011,19,Youth,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 62",3,2171,3578,4114,6513,10627
2011-02-11,11,February,2011,22,Youth,F,France,Yveline,Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,302,1555,1857
2011-02-11,11,February,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",4,1555,2443,2282,6220,8502
2011-02-11,11,February,2011,28,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,261,1083,1344
2011-02-11,11,February,2011,31,"Young Adults",F,Australia,Tasmania,Bikes,"Road Bikes","Road-250 Red, 58",3,1555,2443,1271,4665,5936
2011-02-11,11,February,2011,35,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",2,344,540,381,688,1069
2011-02-11,11,February,2011,37,Adults,M,Germany,Bayern,Bikes,"Road Bikes","Road-550-W Yellow, 40",4,713,1120,1583,2852,4435
2011-02-11,11,February,2011,39,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,864,1555,2419
2011-02-11,11,February,2011,39,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 52",4,2171,3578,5485,8684,14169
2011-02-11,11,February,2011,40,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,191,344,535
2011-02-11,11,February,2011,52,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,2671,4342,7013
2011-02-12,12,February,2011,29,"Young Adults",F,Canada,"British Columbia",Bikes,"Mountain Bikes","Mountain-200 Black, 38",3,1252,2295,3060,3756,6816
2011-02-12,12,February,2011,36,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,396,713,1109
2011-02-12,12,February,2011,39,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1371,2171,3542
2011-02-13,13,February,2011,23,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Black, 44",4,1555,2443,3454,6220,9674
2011-02-13,13,February,2011,28,"Young Adults",F,Germany,Hessen,Bikes,"Road Bikes","Road-250 Black, 44",4,1555,2443,2868,6220,9088
2011-02-13,13,February,2011,30,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1371,2171,3542
2011-02-13,13,February,2011,37,Adults,M,Germany,Bayern,Bikes,"Mountain Bikes","Mountain-200 Black, 38",2,1252,2295,2040,2504,4544
2011-02-13,13,February,2011,38,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-250 Red, 44",2,1519,2443,1653,3038,4691
2011-02-13,13,February,2011,43,Adults,M,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454
2011-02-13,13,February,2011,53,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,396,713,1109
2011-02-14,14,February,2011,18,Youth,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,620,2171,2791
2011-02-14,14,February,2011,24,Youth,M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,375,1555,1930
2011-02-14,14,February,2011,24,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-350-W Yellow, 48",3,1083,1701,1803,3249,5052
2011-02-14,14,February,2011,36,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,762,1376,2138
2011-02-14,14,February,2011,41,Adults,M,France,Essonne,Bikes,"Road Bikes","Road-150 Red, 44",4,2171,3578,5056,8684,13740
2011-02-14,14,February,2011,42,Adults,F,"United Kingdom",England,Bikes,"Road Bikes","Road-650 Black, 62",3,487,783,794,1461,2255
2011-02-14,14,February,2011,46,Adults,F,Germany,Bayern,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1371,2171,3542
2011-02-14,14,February,2011,65,Seniors,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,185,344,529
2011-02-15,15,February,2011,19,Youth,M,"United States",Washington,Bikes,"Road Bikes","Road-750 Black, 52",2,344,540,154,688,842
2011-02-15,15,February,2011,26,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,570,1555,2125
2011-02-15,15,February,2011,27,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,1046,2852,3898
2011-02-15,15,February,2011,32,"Young Adults",F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",1,487,783,280,487,767
2011-02-15,15,February,2011,47,Adults,F,"United States",Oregon,Bikes,"Road Bikes","Road-250 Black, 58",1,1555,2443,546,1555,2101
2011-02-15,15,February,2011,48,Adults,F,Germany,Hessen,Bikes,"Road Bikes","Road-250 Red, 48",2,1519,2443,1506,3038,4544
2011-02-16,16,February,2011,20,Youth,M,Australia,"South Australia",Bikes,"Road Bikes","Road-750 Black, 44",3,344,540,296,1032,1328
2011-02-16,16,February,2011,27,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,375,1555,1930
2011-02-16,16,February,2011,35,Adults,F,"United States",Oregon,Bikes,"Mountain Bikes","Mountain-100 Black, 48",4,1898,3375,4018,7592,11610
2011-02-17,17,February,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",2,1555,2443,1141,3110,4251
2011-02-17,17,February,2011,39,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,1371,2171,3542
2011-02-17,17,February,2011,44,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1335,2171,3506
2011-02-17,17,February,2011,46,Adults,F,Germany,Hessen,Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,2151,4665,6816
2011-02-18,18,February,2011,42,Adults,F,France,"Seine (Paris)",Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,763,2171,2934
2011-02-18,18,February,2011,56,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 42",2,713,1120,792,1426,2218
2011-02-19,19,February,2011,22,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,191,344,535
2011-02-19,19,February,2011,24,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 44",4,1083,1701,1587,4332,5919
2011-02-19,19,February,2011,24,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,601,1083,1684
2011-02-19,19,February,2011,28,"Young Adults",F,Germany,Nordrhein-Westfalen,Bikes,"Road Bikes","Road-550-W Yellow, 48",2,713,1120,523,1426,1949
2011-02-19,19,February,2011,36,Adults,M,Australia,"South Australia",Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,205,713,918
2011-02-19,19,February,2011,37,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,397,1083,1480
2011-02-20,20,February,2011,24,Youth,M,Australia,Queensland,Bikes,"Road Bikes","Road-350-W Yellow, 42",2,1083,1701,692,2166,2858
2011-02-20,20,February,2011,25,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 52",1,1519,2443,900,1519,2419
2011-02-20,20,February,2011,29,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,497,1555,2052
2011-02-20,20,February,2011,30,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,1335,2171,3506
2011-02-21,21,February,2011,34,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,570,1555,2125
2011-02-22,22,February,2011,24,Youth,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,570,1555,2125
2011-02-22,22,February,2011,26,"Young Adults",M,Canada,"British Columbia",Bikes,"Mountain Bikes","Mountain-200 Black, 42",4,1252,2295,4080,5008,9088
2011-02-22,22,February,2011,28,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,396,713,1109
2011-02-22,22,February,2011,30,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 52",4,344,540,762,1376,2138
2011-02-22,22,February,2011,34,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 44",4,1555,2443,2282,6220,8502
2011-02-22,22,February,2011,34,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,994,3110,4104
2011-02-22,22,February,2011,34,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 44",2,1555,2443,750,3110,3860
2011-02-22,22,February,2011,36,Adults,M,Australia,Queensland,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,228,713,941
2011-02-22,22,February,2011,46,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 62",2,2171,3578,1240,4342,5582
2011-02-22,22,February,2011,51,Adults,M,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Black, 46",1,1252,2295,951,1252,2203
2011-02-23,23,February,2011,25,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",3,1555,2443,1711,4665,6376
2011-02-23,23,February,2011,28,"Young Adults",F,Germany,Bayern,Bikes,"Road Bikes","Road-350-W Yellow, 40",4,1083,1701,2404,4332,6736
2011-02-23,23,February,2011,29,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-350-W Yellow, 44",4,1083,1701,1043,4332,5375
2011-02-23,23,February,2011,29,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 44",2,344,540,252,688,940
2011-02-23,23,February,2011,32,"Young Adults",M,"United States",Washington,Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,642,2852,3494
2011-02-24,24,February,2011,19,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1371,2171,3542
2011-02-24,24,February,2011,21,Youth,F,France,"Seine Saint Denis",Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,763,2171,2934
2011-02-24,24,February,2011,28,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,375,1555,1930
2011-02-24,24,February,2011,31,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-150 Red, 48",3,2171,3578,2826,6513,9339
2011-02-24,24,February,2011,31,"Young Adults",M,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,172,713,885
2011-02-24,24,February,2011,42,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 42",3,713,1120,1187,2139,3326
2011-02-24,24,February,2011,43,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-350-W Yellow, 40",1,1083,1701,244,1083,1327
2011-02-24,24,February,2011,51,Adults,F,Germany,Hessen,Bikes,"Road Bikes","Road-750 Black, 58",3,344,540,475,1032,1507
2011-02-24,24,February,2011,64,Adults,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,385,713,1098
2011-02-25,25,February,2011,24,Youth,F,Australia,Victoria,Bikes,"Road Bikes","Road-550-W Yellow, 40",1,713,1120,172,713,885
2011-02-25,25,February,2011,27,"Young Adults",M,Germany,Hessen,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,499,1083,1582
2011-02-25,25,February,2011,33,"Young Adults",F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 58",3,1555,2443,1125,4665,5790
2011-02-25,25,February,2011,44,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1371,2171,3542
2011-02-25,25,February,2011,44,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,185,344,529
2011-02-26,26,February,2011,18,Youth,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 52",2,2171,3578,2742,4342,7084
2011-02-26,26,February,2011,23,Youth,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 58",1,1555,2443,864,1555,2419
2011-02-26,26,February,2011,25,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Red, 52",1,1519,2443,900,1519,2419
2011-02-26,26,February,2011,32,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 58",2,344,540,381,688,1069
2011-02-26,26,February,2011,34,"Young Adults",F,Australia,Queensland,Bikes,"Road Bikes","Road-250 Red, 58",3,1555,2443,1491,4665,6156
2011-02-26,26,February,2011,35,Adults,F,Australia,Tasmania,Bikes,"Road Bikes","Road-350-W Yellow, 42",2,1083,1701,590,2166,2756
2011-02-26,26,February,2011,35,Adults,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 42",3,1083,1701,1191,3249,4440
2011-02-26,26,February,2011,36,Adults,F,"United States",Washington,Bikes,"Mountain Bikes","Mountain-200 Black, 38",1,1252,2295,538,1252,1790
2011-02-26,26,February,2011,37,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,191,344,535
2011-02-26,26,February,2011,38,Adults,F,Canada,"British Columbia",Bikes,"Road Bikes","Road-250 Black, 48",1,1555,2443,864,1555,2419
2011-02-26,26,February,2011,44,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",3,344,540,556,1032,1588
2011-02-26,26,February,2011,53,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,620,2171,2791
2011-02-27,27,February,2011,29,"Young Adults",F,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 38",2,713,1120,792,1426,2218
2011-02-27,27,February,2011,35,Adults,M,France,"Seine et Marne",Bikes,"Road Bikes","Road-150 Red, 52",4,2171,3578,3052,8684,11736
2011-02-27,27,February,2011,39,Adults,M,Germany,Hessen,Bikes,"Road Bikes","Road-150 Red, 62",4,2171,3578,4626,8684,13310
2011-02-28,28,February,2011,21,Youth,M,France,"Seine (Paris)",Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,763,2171,2934
2011-02-28,28,February,2011,29,"Young Adults",F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 44",3,1555,2443,1711,4665,6376
2011-02-28,28,February,2011,34,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1335,2171,3506
2011-02-28,28,February,2011,36,Adults,F,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274
2011-02-28,28,February,2011,46,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 44",2,2171,3578,2742,4342,7084
2011-03-01,1,March,2011,27,"Young Adults",M,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,570,1555,2125
2011-03-01,1,March,2011,28,"Young Adults",M,Australia,Tasmania,Bikes,"Mountain Bikes","Mountain-200 Black, 42",1,1252,2295,607,1252,1859
2011-03-01,1,March,2011,28,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 44",1,713,1120,396,713,1109
2011-03-01,1,March,2011,33,"Young Adults",F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,620,2171,2791
2011-03-01,1,March,2011,42,Adults,F,Germany,Saarland,Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,99,344,443
2011-03-01,1,March,2011,63,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 44",2,2171,3578,1240,4342,5582
2011-03-02,2,March,2011,26,"Young Adults",M,Australia,Queensland,Bikes,"Road Bikes","Road-550-W Yellow, 42",1,713,1120,228,713,941
2011-03-02,2,March,2011,27,"Young Adults",M,France,"Seine Saint Denis",Bikes,"Road Bikes","Road-250 Red, 58",3,1555,2443,1345,4665,6010
2011-03-02,2,March,2011,29,"Young Adults",M,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Silver, 46",1,1266,2320,567,1266,1833
2011-03-02,2,March,2011,40,Adults,F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 58",3,1555,2443,2517,4665,7182
2011-03-02,2,March,2011,42,Adults,F,Australia,Queensland,Bikes,"Road Bikes","Road-550-W Yellow, 40",3,713,1120,683,2139,2822
2011-03-02,2,March,2011,47,Adults,M,Australia,"South Australia",Bikes,"Road Bikes","Road-550-W Yellow, 44",3,713,1120,616,2139,2755
2011-03-02,2,March,2011,63,Adults,F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 44",1,1555,2443,839,1555,2394
2011-03-03,3,March,2011,28,"Young Adults",M,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-400-W Silver, 46",4,420,769,996,1680,2676
2011-03-03,3,March,2011,35,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",3,2171,3578,1860,6513,8373
2011-03-03,3,March,2011,40,Adults,M,Australia,"South Australia",Bikes,"Road Bikes","Road-350-W Yellow, 40",4,1083,1701,1247,4332,5579
2011-03-03,3,March,2011,41,Adults,F,Australia,Victoria,Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,375,1555,1930
2011-03-03,3,March,2011,42,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-750 Black, 44",3,344,540,232,1032,1264
